Date,VTI,SPY,EFA,EEM,TLT,IEF,LQD
2007-10-09,55.7644,111.4572,47.8931,35.3994,50.7292,53.4453,51.8097
2007-10-10,55.6568,111.272,47.8022,35.4465,50.758,53.4967,51.9923
2007-10-11,55.3412,110.7378,48.0237,35.1347,50.7061,53.503,52.1008
2007-10-12,55.6174,111.3504,48.2338,35.7762,50.4585,53.3233,51.8146
2007-10-15,55.1834,110.4102,47.842,35.3388,50.4701,53.3746,51.9775
2007-10-16,54.7925,109.5341,47.1039,34.6839,50.4873,53.5223,52.0663
2007-10-17,54.832,109.8688,47.6035,35.4846,51.0401,53.8498,52.313
2007-10-18,54.8463,109.4699,47.7171,35.6641,51.3223,54.0552,52.3179
2007-10-19,53.4369,106.6066,46.6667,34.1388,52.0881,54.5175,52.6583
2007-10-22,53.6987,107.2263,46.6099,34.3855,52.0939,54.4148,52.6583
2007-10-23,54.0824,108.0952,47.2685,35.3388,52.0248,54.402,52.3475
2007-10-24,54.0465,107.8959,47.1663,35.1078,52.4105,54.678,52.6682
2007-10-25,54.0107,108.1523,47.3821,35.5542,52.2321,54.6331,52.5448
2007-10-26,54.6598,109.4201,48.2394,36.5613,52.1111,54.4983,52.461
2007-10-29,54.8786,109.7833,48.5915,37.4024,52.3127,54.5432,52.5844
2007-10-30,54.4877,109.0212,48.2054,36.6959,52.2839,54.601,52.5794
2007-10-31,55.1978,110.1537,48.8867,37.5011,51.8117,54.2351,52.3081
2007-11-01,53.7991,107.5753,47.859,35.9871,52.4849,54.6776,52.7075
2007-11-02,53.7883,107.6964,48.1259,36.1912,52.6526,54.8259,52.3804
2007-11-05,53.3651,106.8773,47.3594,34.9328,52.6295,54.7614,52.5092
2007-11-06,54.1039,108.316,48.0748,36.2585,52.375,54.6648,52.1871
2007-11-07,52.612,105.353,47.2401,35.1033,52.4675,54.8645,52.1524
2007-11-08,52.5439,104.8188,47.3253,35.2828,52.375,54.9869,52.2367
2007-11-09,51.8517,103.38,46.4055,34.4528,52.8204,55.3156,52.4696
2007-11-12,51.1775,102.3543,45.6446,32.5463,53.0112,55.4122,52.4498
2007-11-13,52.673,105.4741,46.8711,34.8454,52.8146,55.1287,52.1871
2007-11-14,52.4901,105.182,46.7972,34.879,52.8724,55.1673,51.9641
2007-11-15,51.7334,103.6649,46.025,34.076,53.3698,55.4766,52.1624
2007-11-16,51.9378,103.8429,46.1727,34.4977,53.445,55.4766,52.1673
2007-11-19,51.0878,102.397,44.9519,32.9074,53.792,55.8761,52.5687
2007-11-20,51.285,103.0238,45.9569,33.8113,53.7341,55.7279,52.2367
2007-11-21,50.3885,100.9155,44.9179,32.1089,54.0464,56.1661,52.6034
2007-11-23,51.1416,102.6605,46.0478,33.0577,54.2084,55.9985,52.3407
2007-11-26,50.141,100.3955,45.3267,31.7455,55.2783,56.7653,53.208
2007-11-27,50.7543,101.5494,45.9399,32.9612,54.752,56.2369,52.7521
2007-11-28,52.3072,104.7974,47.2458,34.7669,54.3819,56.0372,52.3853
2007-11-29,52.3323,104.833,46.8597,34.3407,54.8503,56.3529,52.5836
2007-11-30,52.7017,105.8872,47.1152,34.6323,54.5843,56.4302,52.8413
2007-12-03,52.3825,105.1892,46.9392,34.3317,55.0175,56.6533,52.8597
2007-12-04,52.0454,104.249,46.6439,34.242,55.0116,56.705,52.8846
2007-12-05,52.8236,105.994,47.1834,35.7628,54.3555,56.4917,52.6855
2007-12-06,53.5875,107.5112,47.6319,36.3258,53.8794,56.1943,52.2973
2007-12-07,53.6521,107.4898,47.4445,35.8951,53.2755,55.8322,51.8493
2007-12-10,54.1111,108.3232,47.9328,35.9063,52.9561,55.7029,51.8842
2007-12-11,52.6371,105.353,46.6837,34.3855,53.9955,56.4658,52.3869
2007-12-12,52.9706,106.3929,47.6206,35.4173,53.4381,55.9938,52.2226
2007-12-13,52.9778,106.1721,46.6496,34.4439,52.8574,55.5801,51.924
2007-12-14,52.2534,104.8259,45.3891,33.6229,52.6136,55.4184,51.3366
2007-12-17,51.4536,103.3302,44.4239,32.1896,53.0839,55.7482,51.8344
2007-12-18,51.823,103.907,44.9803,33.0734,53.4265,55.8581,51.9936
2007-12-19,51.7692,103.907,44.6113,33.2887,54.1349,56.3042,52.4018
2007-12-20,52.1301,104.5624,44.9292,33.4704,54.0187,56.2137,52.148
2007-12-21,52.9342,106.0697,45.5708,34.4797,53.229,55.8064,52.0932
2007-12-24,53.4282,106.8573,45.7572,35.0629,52.9794,55.6447,51.8294
2007-12-26,53.4715,107.0865,45.8853,35.2447,52.5148,55.3797,51.8443
2007-12-27,52.8008,105.7403,45.6058,34.4314,53.0873,55.7515,52.1518
2007-12-28,52.5989,105.4753,45.9959,34.5609,53.9152,56.1992,52.3168
2007-12-31,52.3357,104.6949,45.7106,34.1451,54.2417,56.4588,52.4168
2008-01-02,51.7155,103.7783,45.5475,33.5817,55.0229,56.861,53.0368
2008-01-03,51.6542,103.7281,45.6232,33.8839,54.9471,56.9779,52.8618
2008-01-04,50.2732,101.1862,44.5867,32.8661,54.9587,57.1271,53.2967
2008-01-07,50.2985,101.1002,44.6333,33.1069,55.1978,57.2309,53.2318
2008-01-08,49.3971,99.4676,44.3829,32.8502,55.1337,57.3542,53.1317
2008-01-09,49.9199,100.513,44.7032,33.927,55.2386,57.2633,53.0218
2008-01-10,50.248,101.1718,44.6566,34.3269,54.4923,57.1076,52.8668
2008-01-11,49.7757,100.3555,43.7657,33.3613,54.9179,57.471,53.2517
2008-01-14,50.2552,101.1647,44.4645,33.8521,55.122,57.4969,53.0317
2008-01-15,49.0365,98.9377,43.0203,32.3209,55.7399,57.8733,53.3167
2008-01-16,48.7408,98.0856,42.1527,30.976,55.3377,57.763,53.2367
2008-01-17,47.3996,95.5436,41.518,30.0741,56.0547,58.2302,53.4867
2008-01-18,47.0787,94.5626,41.7567,30.7601,55.67,58.1458,53.3968
2008-01-22,46.5558,93.6031,40.5922,29.9877,56.2646,58.7947,53.5117
2008-01-23,47.7745,95.8515,40.3534,30.1786,56.1364,58.5222,53.5817
2008-01-24,48.081,96.6606,41.7684,30.7647,55.0112,57.9901,53.1268
2008-01-25,47.3815,95.2643,41.1628,30.2967,55.9381,58.5287,53.7017
2008-01-28,48.3731,96.8397,41.6228,31.0464,55.7283,58.3145,53.6867
2008-01-29,48.5714,97.3195,41.8732,30.8942,55.3493,58.0809,53.5968
2008-01-30,48.1315,96.6033,41.6811,30.4875,54.9878,58.055,53.5867
2008-01-31,49.1086,98.3649,42.1236,31.0986,55.3785,58.3535,53.7617
2008-02-01,49.9019,99.9474,42.8282,31.7188,55.7113,58.5429,53.9898
2008-02-04,49.3105,98.6871,42.3915,31.8165,55.138,58.2174,53.8441
2008-02-05,47.9115,96.0448,40.4466,30.1036,55.5592,58.6275,54.0299
2008-02-06,47.5474,95.2715,40.4116,29.6106,55.3896,58.5234,53.7386
2008-02-07,47.9837,95.9016,40.2078,30.1127,54.1962,57.8659,53.1208
2008-02-08,47.7024,95.2858,39.7944,30.0559,54.8163,58.3541,53.3218
2008-02-11,47.9801,95.7728,40.004,30.4285,55.0445,58.4843,53.4824
2008-02-12,48.4235,96.6606,40.8658,30.9192,54.7168,58.3606,53.4071
2008-02-13,48.9752,97.6488,41.1453,31.6143,54.1377,58.1133,52.8697
2008-02-14,48.3406,96.7895,40.959,31.2077,53.3421,57.7943,52.7542
2008-02-15,48.3514,96.7681,41.1104,31.4303,53.7516,57.918,52.9249
2008-02-19,48.5065,97.0402,41.5122,31.8415,53.2075,57.5014,52.4025
2008-02-20,48.7336,97.3266,41.2967,32.1073,53.576,57.4493,52.5181
2008-02-21,48.1892,96.5175,41.221,31.6575,54.1435,58.0417,52.8797
2008-02-22,48.4127,97.1118,41.7451,32.0823,53.8335,57.879,52.6738
2008-02-25,49.224,98.3362,42.4089,32.6798,53.2835,57.4949,52.3372
2008-02-26,49.5413,99.0738,43.0378,33.1114,53.3011,57.6381,52.7139
2008-02-27,49.462,98.9735,43.1776,33.3909,53.3479,57.7748,52.6638
2008-02-28,48.9644,98.0068,42.7641,33.0319,54.2956,58.4517,53.0455
2008-02-29,47.8827,95.8229,41.6927,31.7188,55.1263,59.0766,53.382
2008-03-03,47.7132,95.5937,41.815,31.8915,54.9842,58.9265,53.381
2008-03-04,47.5618,95.2286,41.1803,31.1509,54.4499,58.7045,53.0682
2008-03-05,47.8286,95.83,41.6752,31.8052,53.7981,58.4498,52.695
2008-03-06,46.8371,93.8465,41.0813,30.7147,54.0858,58.9199,52.6244
2008-03-07,46.3323,92.8799,40.598,30.2899,54.1563,59.1223,52.5134
2008-03-10,45.6256,91.6554,40.3942,29.7583,54.9549,59.5467,52.5033
2008-03-11,47.2409,94.9493,41.6694,31.7597,54.4851,58.9004,51.9031
2008-03-12,46.7902,94.0614,41.6694,31.1713,55.5362,59.5794,52.5285
2008-03-13,47.0931,94.269,41.7393,30.8874,55.1017,59.266,51.9586
2008-03-14,46.2277,92.8083,40.7319,29.7923,55.7828,59.8797,51.9283
2008-03-17,45.6941,91.8702,40.1147,29.0563,56.2114,60.1801,52.352
2008-03-18,47.5943,95.6869,41.3433,30.567,55.9942,59.7687,52.2562
2008-03-19,46.3215,93.3167,39.8468,28.7314,56.922,60.2845,52.4831
2008-03-20,47.2914,95.0452,40.4466,29.2153,57.0629,60.4151,52.7606
2008-03-24,48.3154,96.9449,41.1861,30.3353,55.959,59.3509,52.6597
2008-03-25,48.3853,97.0385,41.7859,30.801,56.1938,59.5599,52.8968
2008-03-26,47.8166,95.8511,41.7859,30.5511,55.959,59.6055,52.9623
2008-03-27,47.6391,95.5489,41.7509,30.4035,55.5655,59.5271,52.6395
2008-03-28,47.2152,94.6349,41.716,30.3489,56.1058,59.7622,52.922
2008-03-31,47.4543,94.966,41.8674,30.5284,56.3054,59.8667,53.0632
2008-04-01,49.0736,98.305,43.1892,31.7007,55.389,59.3432,52.9786
2008-04-02,49.1062,98.3697,43.2824,31.7234,55.507,59.1467,53.0698
2008-04-03,49.1641,98.6143,43.4105,32.1096,55.6308,59.1467,53.0951
2008-04-04,49.1822,98.5064,43.5561,31.9801,56.1379,59.5987,53.7389
2008-04-07,49.2076,98.5568,43.8239,32.4049,55.8431,59.2057,53.7997
2008-04-08,49.117,98.4561,43.3639,32.2277,55.6485,59.2121,53.6071
2008-04-09,48.6751,97.7437,43.0087,31.7256,56.2264,59.566,53.45
2008-04-10,48.9214,97.8804,42.8748,32.18,56.0377,59.3301,53.5006
2008-04-11,47.9216,95.9806,42.2983,31.6552,56.4151,59.5856,53.5513
2008-04-14,47.7586,95.6568,42.3915,31.5803,56.0849,59.4349,53.2219
2008-04-15,47.9868,95.8799,42.6884,31.9506,55.389,59.1663,53.1104
2008-04-16,49.175,98.4776,44.0335,32.8956,54.8465,58.7667,52.8063
2008-04-17,49.2366,98.6216,43.5444,32.6571,54.7522,58.629,52.9431
2008-04-18,49.914,99.6506,43.853,33.1501,54.705,58.5701,53.1763
2008-04-21,49.8089,99.701,44.1966,33.3182,54.9232,58.5767,53.0039
2008-04-22,49.3923,99.262,43.7366,33.0092,55.1119,58.6225,52.8873
2008-04-23,49.5445,99.1037,43.9637,33.484,54.9291,58.5636,53.0495
2008-04-24,49.8198,99.5355,43.6783,33.0547,54.4633,58.105,52.9786
2008-04-25,50.2038,100.4566,44.0394,33.2977,54.1448,58.0264,53.0039
2008-04-28,50.182,100.4781,44.2956,33.2341,54.3099,58.1312,53.2573
2008-04-29,49.9719,100.0823,43.9054,32.6457,54.5163,58.236,53.4246
2008-04-30,49.7727,99.4923,44.1442,33.3182,54.9055,58.4194,53.7236
2008-05-01,50.6493,101.5503,44.412,33.6726,54.9091,58.4129,54.0408
2008-05-02,50.7942,101.831,44.5343,33.9952,54.2166,57.9397,53.7252
2008-05-05,50.5334,101.3417,44.61,33.9702,54.2166,58.0251,53.8016
2008-05-06,50.9645,102.2196,44.9419,34.3496,53.826,57.8411,53.4554
2008-05-07,50.2472,100.399,44.1558,33.3273,54.0568,58.0712,53.5979
2008-05-08,50.1458,100.14,44.5401,33.6703,54.5421,58.4457,53.8372
2008-05-09,50.1168,99.9528,44.1849,33.3954,54.7433,58.5115,53.8372
2008-05-12,50.6348,101.0754,44.6275,33.8248,54.6605,58.4129,53.7863
2008-05-13,50.6928,101.0898,44.4761,33.9861,54.0627,57.9265,53.4808
2008-05-14,50.8522,101.2985,44.4761,34.0679,54.0864,57.9068,53.5114
2008-05-15,51.3919,102.565,45.2331,34.7926,54.5777,58.2288,53.8678
2008-05-16,51.4825,102.6586,45.7222,35.2356,54.3528,58.1303,53.7965
2008-05-19,51.5622,102.9392,45.5359,35.2424,54.4238,58.2617,53.8067
2008-05-20,51.1384,102.1044,45.1166,34.6313,54.7078,58.4392,53.827
2008-05-21,50.2799,100.3774,44.6042,34.2791,54.7197,58.3011,53.5928
2008-05-22,50.4501,100.3918,45.1225,34.3791,54.0746,57.92,53.0023
2008-05-23,49.722,99.0461,44.61,33.7794,54.3113,58.1763,53.2466
2008-05-27,50.1567,99.7802,44.5227,33.7248,53.9444,57.8937,52.9259
2008-05-28,50.4573,100.2407,44.5169,34.1792,53.465,57.4599,52.5848
2008-05-29,50.6783,100.7444,44.4179,34.2541,53.0803,57.1905,52.3303
2008-05-30,50.7761,100.9963,44.6683,34.3723,53.4295,57.3811,52.539
2008-06-02,50.3704,99.9528,44.2024,33.9634,53.6356,57.722,52.7195
2008-06-03,50.0987,99.37,44.1093,33.35,54.0217,58.0254,52.9241
2008-06-04,50.1893,99.3196,43.853,33.0592,53.5406,57.8144,52.7605
2008-06-05,51.1673,101.3057,44.5809,34.111,53.2198,57.511,52.4792
2008-06-06,49.6242,98.0747,43.2998,32.8752,53.9089,58.0122,52.74
2008-06-09,49.664,98.3121,43.2416,32.7911,53.9089,57.5967,52.694
2008-06-10,49.4141,97.8228,42.5079,32.0346,53.5584,57.2537,52.3922
2008-06-11,48.6679,96.3836,41.9664,31.5553,53.4337,57.3131,52.3718
2008-06-12,48.8127,96.7506,41.8208,31.7393,52.8991,56.8119,51.9268
2008-06-13,49.5372,97.9739,42.2051,32.0823,52.7862,56.6799,51.6557
2008-06-16,49.6205,98.0315,42.4206,32.1914,52.7981,56.6866,51.8398
2008-06-17,49.2656,97.5566,42.5487,32.3277,52.905,56.8778,52.0087
2008-06-18,48.9033,96.6067,42.1993,32.1709,53.3505,57.1878,52.2695
2008-06-19,49.0482,96.729,42.1178,32.2209,53.0357,56.8581,51.9984
2008-06-20,48.2513,95.1589,41.1977,31.1691,53.3446,57.1219,52.0291
2008-06-23,48.1064,95.065,41.1919,31.2599,53.4574,57.0955,52.0087
2008-06-24,47.8683,94.8769,41.0056,31.1213,53.8138,57.3988,51.9779
2008-06-25,48.2105,95.3252,41.4435,31.7445,53.8376,57.3923,52.0189
2008-06-26,46.8129,92.7362,40.3933,30.6554,54.1999,57.7154,52.0598
2008-06-27,46.7473,92.23,40.5001,30.9518,54.8354,57.9991,52.0087
2008-06-30,46.6527,92.5554,40.7433,31.1861,54.8473,58.0386,51.8603
2008-07-01,46.8711,92.8447,40.3043,30.6301,54.7173,57.8811,51.8367
2008-07-02,45.9102,91.2536,39.6635,29.7569,55.0035,58.0201,51.8007
2008-07-03,45.8666,91.3477,39.9186,29.6719,54.8843,58.04,51.734
2008-07-07,45.4225,90.4148,39.5745,29.5662,55.1346,58.3113,51.9754
2008-07-08,46.2596,92.0202,39.7822,29.9293,55.4923,58.4568,52.2579
2008-07-09,45.3206,90.2484,39.266,29.3249,55.7367,58.7347,52.2938
2008-07-10,45.6045,90.6172,39.6042,29.8557,55.7308,58.7546,51.9959
2008-07-11,45.2041,89.5614,38.9812,29.6558,54.9379,58.2054,51.5953
2008-07-14,44.7601,88.7514,38.8981,29.619,55.4208,58.5163,51.621
2008-07-15,44.1851,87.5003,38.2751,29.125,55.4029,58.7282,51.6107
2008-07-16,45.2041,89.6481,38.9812,29.966,54.4014,58.1922,51.2049
2008-07-17,45.6773,90.5449,39.5745,30.1062,54.1213,57.9142,51.0303
2008-07-18,45.9321,91.109,39.8296,29.8465,53.9186,57.7157,50.9378
2008-07-21,46.0558,91.1596,40.061,30.2165,54.1272,57.848,50.9943
2008-07-22,46.6673,92.1938,40.1975,30.2349,53.8589,57.6495,51.3231
2008-07-23,46.8929,92.6928,40.3458,30.2785,53.7517,57.5569,51.1433
2008-07-24,45.7937,90.7691,39.6101,29.1595,54.2762,58.0532,51.5953
2008-07-25,45.9321,90.7474,39.6931,29.3594,53.7338,57.7157,51.3231
2008-07-28,45.3133,89.4167,39.0286,28.863,54.2762,58.0466,51.621
2008-07-29,46.2742,91.3259,39.4143,30.4623,54.0557,57.8811,51.4925
2008-07-30,46.8929,92.9532,39.7822,30.1452,54.1093,57.9936,51.7391
2008-07-31,46.3615,91.7237,39.3906,29.4697,54.6459,58.4568,52.0627
2008-08-01,46.1577,91.2392,38.8032,29.2698,54.7667,58.4861,51.8749
2008-08-04,45.7719,90.393,38.4353,28.3736,54.641,58.4462,51.88
2008-08-05,46.9439,92.8302,39.4084,28.739,54.2342,58.1474,51.653
2008-08-06,47.0021,93.2425,39.4202,29.3111,54.0129,58.1673,51.7304
2008-08-07,46.3324,91.8539,38.6311,28.3047,54.8923,58.7118,52.1587
2008-08-08,47.3151,93.5606,38.7913,28.3736,55.0419,58.6852,52.2103
2008-08-11,47.7883,94.5298,38.7557,28.0772,54.5154,58.3997,51.9729
2008-08-12,47.2642,93.5462,38.4768,27.8428,55.0239,58.8047,52.2877
2008-08-13,47.155,92.9821,37.8717,27.8359,54.8325,58.6786,52.0142
2008-08-14,47.4025,93.6836,37.7233,28.2013,55.1854,58.8579,52.1638
2008-08-15,47.6791,94.1393,37.4741,27.7601,55.6641,59.0771,52.2825
2008-08-18,46.9803,92.8519,37.2843,27.2913,55.8855,59.2231,52.3032
2008-08-19,46.4853,91.8394,36.863,27.0638,55.6701,59.1368,52.2206
2008-08-20,46.6527,92.2661,37.0826,27.7532,55.8256,59.3094,52.2258
2008-08-21,46.7765,92.4253,37.2309,27.7118,55.7239,59.1832,51.9161
2008-08-22,47.4316,93.7632,37.4029,27.6912,55.688,59.0106,51.9368
2008-08-25,46.4343,91.8612,36.8155,27.119,56.2445,59.4024,52.2722
2008-08-26,46.5872,92.1287,36.9995,27.1672,56.2923,59.4223,52.3341
2008-08-27,46.9002,93.0255,37.3495,27.7463,56.388,59.5086,52.2515
2008-08-28,47.6645,94.1537,37.8301,27.9393,56.394,59.4223,52.2413
2008-08-29,47.0385,93.1412,37.7174,27.6084,56.1428,59.3492,52.138
2008-09-02,46.842,92.5626,37.1359,26.7743,56.6651,59.6723,52.3438
2008-09-03,46.7546,92.4831,36.9817,26.3331,56.9053,59.8189,52.4475
2008-09-04,45.3206,89.6988,35.3975,25.1199,57.3616,60.1187,52.463
2008-09-05,45.5899,89.9808,35.267,25.4783,57.3316,59.9855,52.4112
2008-09-08,46.3834,91.8394,36.0561,25.7954,57.5718,59.9921,52.4993
2008-09-09,44.7747,89.113,34.8873,24.3478,58.1423,60.2653,52.6807
2008-09-10,45.0731,89.4746,35.2255,24.7407,57.782,60.1121,52.66
2008-09-11,45.7064,90.7691,35.1483,24.3754,57.7519,60.0055,52.2505
2008-09-12,46.1577,91.1886,35.8366,25.1888,57.0074,59.7056,51.8514
2008-09-15,44.0395,86.8494,34.3117,23.2104,58.8568,60.8515,51.4678
2008-09-16,44.6072,88.303,34.0566,23.4103,58.8448,60.6783,48.2021
2008-09-17,42.6127,84.3326,32.7572,21.749,59.139,61.2247,45.9939
2008-09-18,44.0395,86.8349,34.2465,23.5826,58.2744,60.5051,46.6212
2008-09-19,46.165,90.2835,36.6732,26.5193,56.4249,59.4259,48.0777
2008-09-22,44.5708,88.2395,35.4213,24.789,56.4189,59.2993,48.3629
2008-09-23,43.8138,86.2319,34.9229,24.0169,56.2028,59.2993,47.8652
2008-09-24,43.7743,86.5083,35.0237,24.2927,56.449,59.4525,47.7408
2008-09-25,44.557,87.8612,35.8306,25.5404,56.3349,59.2727,47.9481
2008-09-26,44.5204,87.9049,35.4509,24.6718,56.7432,59.2327,46.6523
2008-09-29,41.587,81.0165,31.4935,21.7903,58.3945,60.0588,42.4017
2008-09-30,42.6916,84.3698,33.404,23.5551,56.9714,59.266,46.5434
2008-10-01,42.6404,84.4207,33.1548,23.8377,57.6881,59.6838,46.973
2008-10-02,40.7238,81.3584,31.7071,21.749,58.1518,60.0181,46.2909
2008-10-03,40.1021,80.26,31.5825,21.1768,58.6638,60.2453,46.27
2008-10-06,38.7048,76.1721,29.7966,19.5844,59.7298,60.7333,45.7337
2008-10-07,36.342,72.7607,28.4023,18.0609,59.5492,60.6865,46.5876
2008-10-08,35.6471,70.9277,27.7674,18.0609,58.6939,59.911,46.2544
2008-10-09,33.4086,65.9741,26.1061,16.7305,58.2,59.3094,45.0203
2008-10-10,32.443,64.3739,25.1331,16.9235,57.7905,58.6142,42.5417
2008-10-13,36.6054,73.7208,29.1261,20.777,57.0496,58.2131,44.8849
2008-10-14,36.2908,72.6297,28.5269,19.743,56.6822,57.939,44.182
2008-10-15,32.8966,65.4795,25.4831,16.5513,57.2243,58.4136,44.182
2008-10-16,34.4108,68.2072,26.9842,17.3647,56.9292,58.4271,44.6454
2008-10-17,34.0889,67.7999,26.4087,16.8201,56.5377,58.7947,44.2653
2008-10-20,35.8373,71.8733,28.0937,17.9989,56.9894,58.8548,45.6139
2008-10-21,34.7546,69.7274,26.5096,16.5651,57.2906,59.4766,46.0669
2008-10-22,32.8161,65.9305,24.5753,14.821,58.453,59.9311,45.5358
2008-10-23,33.2257,66.6942,25.1153,15.2346,58.8867,60.0113,45.8222
2008-10-24,31.631,63.3119,23.4896,13.6629,58.2603,59.7573,46.0045
2008-10-27,30.6069,61.0643,22.2555,13.3044,58.3025,59.7239,45.7076
2008-10-28,33.6793,68.1999,25.3229,16.0894,57.4532,59.2426,45.4056
2008-10-29,33.3428,67.7053,25.3823,15.5793,57.1641,59.3295,46.1711
2008-10-30,34.4693,70.0475,26.2722,17.6818,56.6461,58.8749,45.8274
2008-10-31,35.2301,70.433,26.4443,17.5301,55.9113,58.7546,45.64
2008-11-03,35.1131,70.6367,26.5511,17.3716,56.0625,58.8485,46.0142
2008-11-04,36.3786,73.0371,28.3726,18.9571,57.1147,59.553,46.3281
2008-11-05,34.5791,69.9675,26.83,16.5444,57.792,59.8684,47.2282
2008-11-06,32.8819,66.0905,25.0975,15.7103,57.3747,59.6872,47.5527
2008-11-07,33.7305,68.2727,26.5155,16.9856,56.9998,59.4725,47.2177
2008-11-10,33.3574,67.378,26.118,17.1441,57.2779,59.5329,47.2387
2008-11-11,32.5966,65.2976,25.2577,16.0756,57.4473,59.7543,47.3904
2008-11-12,30.9288,62.4245,23.899,14.883,57.8161,60.1233,47.38
2008-11-13,32.9697,66.316,25.934,16.9442,56.4314,59.6872,47.0555
2008-11-14,31.5652,63.0064,24.4448,15.3173,57.55,60.2776,47.0451
2008-11-17,30.7386,62.1699,23.9998,15.0623,57.804,60.5326,47.3852
2008-11-18,31.0239,63.341,24.0414,14.8417,58.5479,61.0022,47.4428
2008-11-19,29.1438,59.2821,22.4335,13.5595,60.0475,61.6598,47.516
2008-11-20,27.198,54.8814,21.1993,12.5875,63.1497,62.901,46.9979
2008-11-21,28.7415,57.8419,22.7064,14.4005,62.2365,62.324,47.5422
2008-11-24,30.4533,61.8498,24.0651,15.276,61.263,61.7403,47.3328
2008-11-25,30.8775,62.3081,24.5041,14.9864,63.065,62.8004,47.5579
2008-11-26,32.0187,64.7157,24.7711,16.1308,63.1497,63.1828,47.3067
2008-11-28,32.4064,65.5304,24.7593,15.8206,63.9297,63.3103,47.1706
2008-12-01,29.5096,59.7258,22.736,14.2971,66.3779,64.1673,47.908
2008-12-02,30.6727,62.0244,23.9702,15.2001,66.6328,64.5038,48.2709
2008-12-03,31.4628,63.5155,24.2906,15.3242,66.8209,64.6048,48.6075
2008-12-04,30.5264,62.0462,23.543,14.6694,68.1375,65.0087,48.6548
2008-12-05,31.6091,63.9592,23.8396,15.5379,67.0332,64.3221,48.3235
2008-12-08,32.8161,66.1923,24.9729,16.5306,66.8877,64.0798,48.8232
2008-12-09,32.2162,65.1013,24.7415,16.3031,68.2103,64.625,49.1545
2008-12-10,32.582,65.545,25.3941,17.2751,68.0465,64.5644,49.2702
2008-12-11,31.6676,63.9665,25.2814,16.8339,68.18,64.9548,49.4385
2008-12-12,31.9822,64.7303,25.5306,17.0683,68.18,65.1366,49.7067
2008-12-15,31.4555,63.8283,25.5959,16.8408,68.9566,65.2779,49.6909
2008-12-16,33.1087,66.8324,27.0673,18.185,70.6616,66.3147,50.7112
2008-12-17,32.8673,66.1851,26.9308,17.8679,72.5789,66.7656,51.4634
2008-12-18,32.2967,64.9485,26.1061,17.475,74.1018,67.2167,52.7098
2008-12-19,32.2675,64.6691,25.7264,17.537,74.1807,66.9946,51.9262
2008-12-22,31.8141,63.8405,25.5484,16.8822,73.6104,66.8195,52.5521
2008-12-23,31.4751,63.1805,25.3567,16.7424,73.5134,66.7859,52.7256
2008-12-24,31.6003,63.5472,25.6932,16.8612,73.3555,66.7186,52.8571
2008-12-26,31.932,63.9138,25.8134,16.8053,73.5982,67.0754,52.957
2008-12-29,31.6888,63.7305,25.8194,16.7773,73.51,67.2233,53.1218
2008-12-30,32.5218,65.2411,26.5945,17.2247,74.2101,67.3179,53.5866
2008-12-31,32.9788,66.1724,26.955,17.4554,72.6577,66.5747,53.6869
2009-01-02,33.9296,68.1669,27.3035,18.2873,70.8314,65.622,53.1377
2009-01-05,33.9223,68.0863,26.8649,18.5249,69.005,65.5071,53.5021
2009-01-06,34.2024,68.5409,27.1533,18.9444,68.311,65.4666,53.5919
2009-01-07,33.2441,66.4877,26.6846,17.8538,68.5788,65.4801,53.143
2009-01-08,33.3916,66.759,27.0812,17.7769,68.5241,65.6558,53.5232
2009-01-09,32.5734,65.3291,26.1439,17.3925,68.6276,65.9598,54.1887
2009-01-12,31.8583,63.7598,25.5129,16.6585,69.3398,66.372,53.9088
2009-01-13,31.9026,63.8772,25.0443,16.7074,69.4129,66.4193,53.7926
2009-01-14,30.8632,61.868,24.0168,15.8965,70.5574,66.7909,53.5549
2009-01-15,30.9738,61.8899,24.2331,16.0783,70.6731,66.7368,53.6605
2009-01-16,31.2023,62.3739,24.3773,16.253,69.5833,66.122,53.6605
2009-01-20,29.5806,59.0814,22.5927,15.0437,69.5712,66.0207,52.8683
2009-01-21,30.7895,61.6333,23.6983,15.8615,67.3735,65.4328,52.6042
2009-01-22,30.2588,60.68,23.1455,15.3372,66.0768,65.0003,52.4088
2009-01-23,30.4431,60.944,22.9833,15.533,65.5593,65.0139,52.0602
2009-01-26,30.6126,61.3619,23.4339,15.7147,64.987,64.8517,51.5954
2009-01-27,30.9738,61.9852,23.8906,15.9944,66.5151,65.2773,52.5673
2009-01-28,32.0426,64.0825,24.5936,16.8053,64.8531,64.8585,52.9845
2009-01-29,30.9885,61.9999,23.476,15.9524,63.3616,64.0138,52.3507
2009-01-30,30.3251,60.7387,23.2537,15.8336,63.1607,63.9868,52.7205
2009-02-02,30.2735,60.5553,23.0253,15.6728,64.3358,64.5059,52.4662
2009-02-03,30.7011,61.406,23.6863,16.1412,62.8036,63.9502,52.2911
2009-02-04,30.5389,61.1053,23.5661,16.26,62.5838,63.625,52.3122
2009-02-05,31.0254,62.0146,23.9026,16.6025,62.6388,63.7741,51.8558
2009-02-06,31.9173,63.7818,24.4554,17.4344,62.4434,63.3878,52.1636
2009-02-09,31.9247,63.8698,24.4494,17.3435,62.6449,63.2591,52.2592
2009-02-10,30.4652,60.944,23.2356,16.295,64.0062,64.1061,52.514
